SubmitTime,Problem,InvokerTime,Invocations,TestCount,TL
2569188,148,5232,57,81,1000
2574002,3,1431,6,38,1000
2575068,148,87,1,1,1000
2578327,148,735,9,81,1000
2579209,80,6608,33,33,1000
2582786,148,524,4,81,1000
2587799,148,609,8,81,1000
2589965,23,162,2,70,4000
2590010,162,284,4,48,1000
2590325,148,1158,15,81,1000
2591597,148,852,11,81,1000
2594080,23,1664,23,70,4000
2595119,23,480,6,70,4000
2598579,80,2436,33,33,1000
2603081,23,8164,70,70,4000
2603182,23,1762,23,70,4000
2605978,148,604,8,81,1000
2608427,148,6723,57,81,1000
2608904,148,5058,57,81,1000
2611446,148,6520,74,81,1000
2614924,140,22414,50,50,2000
2615318,148,5457,57,81,1000
2620894,23,40497,70,70,4000
2622154,23,18139,70,70,4000
2624039,23,2239,31,70,4000
2630272,23,40343,70,70,4000
2630377,23,14255,70,70,4000
2630521,148,756,11,81,1000
2635870,148,741,11,81,1000
2638644,148,1104,15,81,1000
2638819,4,5988,81,81,1000
2639125,80,2477,33,33,1000
2641581,80,127,2,33,1000
2644566,148,660,10,81,1000
2647415,23,452,6,70,4000
2651623,80,560,7,33,1000
2652943,23,7573,70,70,4000
2654086,80,2528,33,33,1000
2661695,148,1037,14,81,1000
2667081,80,2664,33,33,1000
2669219,148,1048,15,81,1000
2671531,148,994,13,81,1000
2674034,23,8386,70,70,4000
2685682,130,4428,59,59,2000
2686624,80,2548,33,33,1000
2690454,148,5868,81,81,1000
2691694,148,888,11,81,1000
2697040,80,2448,33,33,1000
2697064,23,400,6,70,4000
2698743,80,481,7,33,1000
2701858,23,468,6,70,4000
2705746,122,2412,6,80,2000
2709560,148,94,1,1,1000
2709562,148,903,11,81,1000
2710456,5,94,1,41,1000
2713196,6,536,7,60,2000
2714611,148,600,8,81,1000
2717146,148,5955,81,81,1000
2718792,80,2516,33,33,1000
2721599,148,1232,16,81,1000
2722302,80,260,3,33,1000
2723066,148,5260,57,81,1000
2725127,148,1255,15,81,1000
2729834,80,1370,11,33,1000
2733687,7,248,3,24,1000
2735582,80,3495,33,33,1000
2736023,80,114,2,33,1000
2738017,148,5152,57,81,1000
2740174,148,5083,57,81,1000
2743208,148,6048,81,81,1000
2744125,80,84,1,33,1000
2747412,148,531,6,81,1000
2747513,148,960,13,81,1000
2773559,7,1836,24,24,1000
2775239,8,2479,7,54,2000
2777621,148,6114,81,81,1000
2777746,85,7042,32,32,3000
2780040,148,56,1,1,1000
2784723,148,64,1,81,1000
2787820,23,754,6,70,4000
2792888,23,8115,70,70,4000
2793003,82,731,9,20,1000
2794140,80,96,1,33,1000
2794474,148,738,11,81,1000
2802902,148,678,11,81,1000
2804055,154,376,5,89,2000
2804292,148,86,1,81,1000
2804661,148,59,1,81,1000
2805412,148,822,11,81,1000
2806345,23,459,6,70,4000
2806500,148,924,13,81,1000
2807305,23,423,6,70,4000
2809901,80,2345,18,33,1000
2810700,124,2055,27,27,1000
2811644,5,98,1,41,1000
2812986,148,802,11,81,1000
2815852,80,150,2,33,1000
2817204,148,885,11,81,1000
2817342,148,1053,14,81,1000
2819496,23,2616,34,70,4000
2821977,148,2792,37,81,1000
2822256,148,5138,57,81,1000
2825149,148,4185,57,81,1000
2829308,122,50,1,1,2000
2829688,127,9811,40,40,2000
2831759,148,6134,81,81,1000
2833759,148,1067,14,81,1000
2834396,148,688,9,81,1000
2840719,23,296,1,70,4000
2845411,148,1151,15,81,1000
2846904,148,284,4,81,1000
2848519,5,57,1,41,1000
2848582,148,2209,30,81,1000
2849413,148,5158,57,81,1000
2852838,23,720,6,70,4000
2855068,9,98,1,30,1000
2856417,23,16964,70,70,4000
2857046,148,2221,30,81,1000
2862556,148,658,8,81,1000
2863781,148,1171,16,81,1000
2864353,23,40515,70,70,4000
2867957,23,16800,42,70,4000
2868053,148,5219,57,81,1000
2871236,148,4201,57,81,1000
2874740,82,1495,20,20,1000
2884038,85,60,1,32,3000
2884313,148,1199,16,81,1000
2884669,148,5434,57,81,1000
2884884,23,400,6,70,4000
2885461,80,1345,18,33,1000
2886671,148,4271,57,81,1000
2886695,80,157,2,33,1000
2887319,80,1453,18,33,1000
2889206,80,1358,18,33,1000
2895797,80,91,1,1,1000
2899012,80,893,12,33,1000
2901348,8,2523,7,54,2000
2903531,23,40660,70,70,4000
2910936,122,5934,80,80,2000
2911405,23,911,12,70,4000
2914216,23,7552,70,70,4000
2919194,148,606,8,81,1000
2920776,148,583,4,81,1000
2921097,23,467,6,70,4000
2923475,23,444,6,70,4000
2925392,23,407,6,70,4000
2925593,148,1118,16,81,1000
2926302,23,531,6,70,4000
2929829,148,839,11,81,1000
2932121,148,4212,57,81,1000
2933604,148,205,3,81,1000
2936300,10,279,3,25,2000
2936902,148,4156,57,81,1000
2938483,23,40277,70,70,4000
2938545,148,1004,13,81,1000
2943200,148,5186,57,81,1000
2944817,11,5245,25,25,2000
2944903,148,897,13,81,1000
2945185,23,1740,23,70,4000
2945905,13,3805,23,23,2000
2953778,148,1226,16,81,1000
2953954,148,5923,81,81,1000
2955604,23,8315,70,70,4000
2968744,148,677,8,81,1000
2973340,148,5254,57,81,1000
2973976,148,5471,57,81,1000
2975318,23,445,6,70,4000
2975368,148,761,10,81,1000
2981004,23,2654,34,70,4000
2984638,23,1848,23,70,4000
2984916,148,134,1,81,1000
2985098,148,976,13,81,1000
2990014,14,53,1,1,3000
2990173,148,862,11,81,1000
2991252,148,5421,74,81,1000
2995641,9,67,1,30,1000
2997215,82,1528,20,20,1000
2999678,148,5185,57,81,1000
3001034,148,1092,16,81,1000
3003467,23,7644,70,70,4000
3003835,148,58,1,81,1000
3004046,5,83,1,41,1000
3004355,148,244,3,81,1000
3004519,148,93,1,81,1000
3006263,148,5903,81,81,1000
3007834,23,40282,70,70,4000
3010370,23,7667,70,70,4000
3010696,148,5209,57,81,1000
3012445,23,149,2,70,4000
3013225,148,217,3,81,1000
3016848,148,136,2,81,1000
3022676,80,69,1,1,1000
3023652,23,401,6,70,4000
3024338,106,20455,37,37,2000
3024873,80,59,1,1,1000
3026400,15,910,8,49,1000
3028404,23,55,1,1,4000
3033804,23,8016,70,70,4000
3035908,148,1191,15,81,1000
3037507,23,418,6,70,4000
3042512,80,69,1,33,1000
3044203,148,743,11,81,1000
3046514,148,5892,81,81,1000
3047453,148,793,11,81,1000
3047713,23,497,7,70,4000
3049862,148,831,11,81,1000
3050470,148,917,13,81,1000
3053703,16,152,2,31,1000
3054859,23,2530,34,70,4000
3055086,148,3241,44,81,1000
3057403,80,129,2,33,1000
3059318,148,96,1,81,1000
3059638,148,101,1,81,1000
3066005,148,650,8,81,1000
3071530,148,8069,57,81,1000
3074538,80,1335,18,33,1000
3074992,80,2588,33,33,1000
3076431,80,2724,33,33,1000
3078804,148,2299,30,81,1000
3079275,148,5920,81,81,1000
3085199,80,1372,18,33,1000
3086385,148,229,3,81,1000
3087089,148,6181,81,81,1000
3088037,23,427,6,70,4000
3089009,23,8083,70,70,4000
3091184,23,14387,70,70,4000
3091766,148,2223,30,81,1000
3092871,23,18931,70,70,4000
3095302,148,1245,16,81,1000
3095599,148,1136,15,81,1000
3099857,148,5187,57,81,1000
3100913,85,143,2,32,3000
3107392,148,9150,57,81,1000
3107604,23,16075,70,70,4000
3110385,80,2830,33,33,1000
3112478,5,98,1,41,1000
3112976,148,321,4,81,1000
3114884,17,2453,33,33,1000
3119314,23,870,12,70,4000
3122153,148,717,10,81,1000
3122209,148,5992,81,81,1000
3129137,18,52,1,1,1000
3130733,23,65,1,1,4000
3132820,148,5027,57,81,1000
3137563,148,558,8,81,1000
3144706,148,795,10,81,1000
3145935,16,193,3,31,1000
3146530,148,150,2,81,1000
3147328,15,7181,49,49,1000
3150628,148,790,11,81,1000
3156910,148,208,3,81,1000
3164177,85,61,1,32,3000
3164583,148,6160,81,81,1000
3165672,148,5952,81,81,1000
3165855,148,739,11,81,1000
3165983,148,57,1,1,1000
3167446,23,4663,35,70,4000
3167775,80,1374,18,33,1000
3168213,128,16425,43,43,2000
3170191,9,2197,30,30,1000
3170621,5,57,1,41,1000
3171701,23,2523,34,70,4000
3179198,148,5990,81,81,1000
3180498,148,11040,81,81,1000
3181039,148,959,13,81,1000
3181290,82,1344,20,20,1000
3181798,148,5229,57,81,1000
3182024,19,3756,50,50,500
3184136,148,334,4,81,1000
3184521,23,393,6,70,4000
3186657,154,418,5,89,2000
3186729,20,286,4,37,1000
3188988,23,40811,70,70,4000
3192074,23,19487,70,70,4000
3192500,21,80,1,1,2000
3192681,148,6079,81,81,1000
3193656,80,2889,19,33,1000
3194444,23,88,1,70,4000
3194824,22,262,3,50,3000
3199765,80,1370,18,33,1000
3210546,148,4288,57,81,1000
3212684,23,99,1,70,4000
3215265,148,522,8,81,1000
3216616,5,81,1,41,1000
3220968,148,312,4,81,1000
3221062,148,6045,81,81,1000
3221152,148,79,1,81,1000
3227346,23,470,6,70,4000
3228829,148,6424,74,81,1000
3229798,148,4364,57,81,1000
3233037,148,901,11,81,1000
3237159,20,391,5,37,1000
3237324,23,377,6,70,4000
3240967,148,5385,74,81,1000
3241115,23,2743,34,70,4000
3249988,5,52,1,41,1000
3250979,21,75,1,1,2000
3251994,104,591,8,175,1000
3253073,148,4384,57,81,1000
3256980,23,83,1,70,4000
3257146,23,82,1,70,4000
3258449,148,794,11,81,1000
3258497,80,810,11,33,1000
3259310,23,441,6,70,4000
3259342,148,7900,57,81,1000
3260280,148,6533,74,81,1000
3265116,20,285,5,37,1000
3268343,148,5179,57,81,1000
3269778,148,1226,16,81,1000
3273430,80,545,7,33,1000
3275112,148,6083,81,81,1000
3282470,148,6038,81,81,1000
3285776,23,74,1,70,4000
3287755,23,40315,70,70,4000
3288113,80,2502,33,33,1000
3288142,23,19054,40,70,4000
3289644,24,222,3,39,2000
3290692,148,1158,16,81,1000
3291179,25,10181,80,80,1000
3292628,154,402,5,89,2000
3293053,80,230,3,33,1000
3293127,23,15267,70,70,4000
3293952,148,4260,57,81,1000
3296138,21,98,1,1,2000
3298159,148,599,4,81,1000
3304338,148,855,11,81,1000
3304936,80,2923,33,33,1000
3305672,23,8988,70,70,4000
3308338,158,358,5,20,1000
3310956,5,57,1,41,1000
3312681,148,1056,13,81,1000
3313578,148,338,4,81,1000
3317927,148,65,1,1,1000
3328937,148,5330,57,81,1000
3333949,23,457,6,70,4000
3336099,80,221,3,33,1000
3338580,148,678,10,81,1000
3343860,26,131,2,25,6000
3344427,148,1195,16,81,1000
3350681,20,2737,37,37,1000
3359757,14,59,1,1,3000
3360080,148,5235,57,81,1000
3362857,148,919,14,81,1000
3366781,148,997,13,81,1000
3367224,148,952,13,81,1000
3375511,148,76,1,1,1000
3377501,80,114,2,33,1000
3379916,148,5235,57,81,1000
3380481,148,1248,16,81,1000
3382686,80,751,11,33,1000
3383434,27,1884,24,24,1000
3386690,148,1006,1,81,1000
3390186,148,5220,57,81,1000
3390406,80,2806,33,33,1000
3390727,148,1175,16,81,1000
3390865,148,5217,57,81,1000
3394333,14,7925,106,106,3000
3395295,148,886,11,81,1000
3396719,166,55,1,1,1500
3399191,23,423,6,70,4000
3400661,23,97,1,70,4000
3408333,148,6212,81,81,1000
3409179,5,63,1,41,1000
3411255,28,1615,8,114,1000
3411536,148,4153,57,81,1000
3411668,80,7062,33,33,1000
3413973,148,1804,14,81,1000
3416647,80,87,1,33,1000
3419857,148,148,2,81,1000
3420400,148,1550,20,81,1000
3423696,148,438,4,81,1000
3425094,148,2253,30,81,1000
3427330,23,473,6,70,4000
3427763,23,2661,34,70,4000
3428121,166,57,1,1,1500
3429611,23,19657,70,70,4000
3430869,148,4434,57,81,1000
3431528,5,72,1,41,1000
3433986,148,741,11,81,1000
3434766,23,441,6,70,4000
3434834,23,18123,70,70,4000
3435311,148,4203,57,81,1000
3438191,148,5119,57,81,1000
3440007,23,2513,35,70,4000
3445586,23,6405,34,70,4000
3446314,23,2456,34,70,4000
3450583,23,17049,70,70,4000
3452812,158,1460,20,20,1000
3457934,148,6100,81,81,1000
3459631,23,1715,23,70,4000
3459770,148,260,2,81,1000
3460028,148,166,2,81,1000
3460772,148,400,5,81,1000
3462188,166,4455,59,59,1500
3462774,80,1355,18,33,1000
3468901,148,332,4,81,1000
3471155,23,40473,70,70,4000
3472760,148,1754,14,81,1000
3477387,148,814,11,81,1000
3479852,23,41601,70,70,4000
3480330,148,255,4,81,1000
3482266,148,5789,81,81,1000
3482851,5,240,3,41,1000
3483568,148,1268,16,81,1000
3485474,10,2454,25,25,2000
3491478,148,4207,57,81,1000
3493861,148,487,6,81,1000
3494319,23,7552,70,70,4000
3494905,148,307,4,81,1000
3495892,80,80,1,33,1000
3496242,23,62,1,70,4000
3496681,148,5757,81,81,1000
3497581,18,92,1,1,1000
3498516,148,5037,57,81,1000
3499685,148,4344,57,81,1000
3499830,148,9528,81,81,1000
3500448,23,453,6,70,4000
3502024,117,350,5,36,1000
3503999,23,14584,70,70,4000
3504485,148,5769,74,81,1000
3505554,23,815,12,70,4000
3506220,148,1212,16,81,1000
3509974,148,1827,14,81,1000
3510237,148,4034,57,81,1000
3511257,23,450,6,70,4000
3514339,29,1594,20,20,1000
3516674,80,463,7,33,1000
3518626,99,4103,55,55,2000
3521696,148,753,10,81,1000
3523167,148,981,13,81,1000
3524559,80,4171,20,33,1000
3531301,148,1139,16,81,1000
3534167,80,160,2,33,1000
3539149,148,6129,81,81,1000
3542579,80,537,7,33,1000
3543846,23,16860,70,70,4000
3546586,85,5657,31,32,3000
3554243,105,2255,31,31,2000
3555036,23,1708,23,70,4000
3556766,153,311,4,34,2000
3558030,148,969,13,81,1000
3559024,23,145,2,70,4000
3559603,148,1040,13,81,1000
3560150,30,2397,31,31,1000
3563184,23,505,6,70,4000
3567639,23,16902,70,70,4000
3568815,148,5294,57,81,1000
3574092,80,3874,33,33,1000
3575111,23,8489,70,70,4000
3582823,80,157,2,33,1000
3583969,23,472,6,70,4000
3585020,148,51,1,1,1000
3592431,23,578,8,70,4000
3595640,31,271,4,44,2000
3596263,24,2776,39,39,2000
3596551,148,5138,57,81,1000
3603048,80,408,4,33,1000
3607986,148,1191,16,81,1000
3609202,148,5993,81,81,1000
3610365,117,375,5,36,1000
3613593,80,91,1,33,1000
3616771,80,546,7,33,1000
3621110,23,456,6,70,4000
3622039,148,883,11,81,1000
3622407,23,488,6,70,4000
3624200,32,610,8,40,2000
3628698,23,8820,70,70,4000
3633995,148,767,10,81,1000
3640218,80,4266,33,33,1000
3643195,148,183,3,81,1000
3644397,148,4074,57,81,1000
3647493,148,5236,57,81,1000
3648209,148,1135,16,81,1000
3653154,80,72,1,33,1000
3654108,148,1092,15,81,1000
3654460,80,159,2,33,1000
3657108,148,5072,57,81,1000
3657969,148,384,5,81,1000
3658379,148,1037,1,81,1000
3659713,148,877,13,81,1000
3662464,148,289,4,81,1000
3664121,23,2707,34,70,4000
3664269,148,1167,16,81,1000
3667927,148,310,4,81,1000
3673571,31,3274,44,44,2000
3673905,26,197,3,25,6000
3674086,23,2267,31,70,4000
3675046,23,1200,10,70,4000
3683149,80,1292,18,33,1000
3688568,33,3108,40,40,1000
3690275,148,5896,81,81,1000
3693750,148,6186,81,81,1000
3694765,23,8255,70,70,4000
3694871,148,1093,15,81,1000
3696904,148,486,6,81,1000
3698407,148,6099,81,81,1000
3700457,148,1797,13,81,1000
3709423,148,1631,23,81,1000
3710015,23,72,1,1,4000
3710529,80,161,2,33,1000
3711017,98,11284,50,50,3000
3711842,148,858,11,81,1000
3714101,148,2197,30,81,1000
3717137,23,459,6,70,4000
3720570,148,1102,14,81,1000
3724756,23,89,1,1,4000
3727207,148,1121,15,81,1000
3730461,98,11045,50,50,3000
3731058,148,1109,13,81,1000
3731062,148,929,13,81,1000
3736407,80,370,4,33,1000
3737758,117,2567,36,36,1000
3740935,23,2057,29,70,4000
3742335,148,91,1,81,1000
3743440,148,959,13,81,1000
3745549,23,454,6,70,4000
3746859,23,6383,34,70,4000
3746942,80,240,4,33,1000
3747183,148,163,2,81,1000
3747634,148,64,1,81,1000
3748681,23,76,1,70,4000
3749701,80,506,7,33,1000
3750235,23,426,6,70,4000
3754228,80,1508,20,33,1000
3755792,148,785,10,81,1000
3756223,23,496,6,70,4000
3761001,117,87,1,1,1000
3761536,134,2503,7,29,2000
3762013,148,1129,15,81,1000
3766290,80,672,8,33,1000
3768764,23,3582,34,70,4000
3770505,23,407,6,70,4000
3770620,80,2443,33,33,1000
3772803,23,24127,70,70,4000
3774202,23,41400,70,70,4000
3776373,148,5159,57,81,1000
3779061,148,317,4,81,1000
3779336,23,41449,70,70,4000
3783481,148,638,9,81,1000
3791714,148,5058,57,81,1000
3792256,148,6124,81,81,1000
3792651,148,4340,57,81,1000
3793106,80,2544,33,33,1000
3793587,148,4427,58,81,1000
3797015,148,1152,16,81,1000
3797787,148,598,4,81,1000
3801409,80,164,2,33,1000
3806014,148,818,11,81,1000
3809511,32,1120,13,40,2000
3809608,148,1000,13,81,1000
3810054,117,935,13,36,1000
3815466,148,1089,14,81,1000
3818530,148,4343,58,81,1000
3819976,148,6129,81,81,1000
3820042,148,5946,81,81,1000
3820128,23,7802,70,70,4000
3821399,154,67,1,1,2000
3823678,26,201,3,25,6000
3827012,148,4962,57,81,1000
3828870,148,768,10,81,1000
3829060,80,557,7,33,1000
3831734,23,3516,34,70,4000
3832767,80,2762,33,33,1000
3834835,148,346,4,81,1000
3837077,23,6506,34,70,4000
3838611,80,64,1,33,1000
3839355,22,275,3,50,3000
3841838,148,164,1,81,1000
3843064,23,8578,70,70,4000
3844780,23,515,6,70,4000
3845778,148,6617,74,81,1000
3845818,80,1318,18,33,1000
3847965,148,2730,36,81,1000
3849051,148,5989,81,81,1000
3850103,148,107,2,81,1000
3859269,148,131,2,81,1000
3860090,35,205,3,35,2000
3860526,148,4304,57,81,1000
3860634,148,310,4,81,1000
3860643,148,5890,81,81,1000
3863938,148,6029,81,81,1000
3864204,36,3105,40,40,1000
3865017,23,458,6,70,4000
3872062,153,554,7,34,2000
3874344,148,318,4,81,1000
3881176,148,752,10,81,1000
3881300,80,165,2,33,1000
3883656,148,329,4,81,1000
3884672,3,459,6,38,1000
3886969,37,90,1,93,1000
3888699,148,3262,24,81,1000
3892956,148,1138,14,81,1000
3895422,148,862,11,81,1000
3895488,80,2501,33,33,1000
3897834,23,51780,70,70,4000
3900071,148,841,11,81,1000
3902028,23,8813,70,70,4000
3903610,148,775,11,81,1000
3907696,148,821,10,81,1000
3908710,148,940,13,81,1000
3909065,80,154,2,33,1000
3910596,148,624,8,81,1000
3913155,38,431,5,43,2000
3915221,148,2693,36,81,1000
3916216,148,5137,57,81,1000
3918407,23,7575,70,70,4000
3923253,148,4202,58,81,1000
3924919,148,4402,57,81,1000
3928580,80,148,2,33,1000
3932920,23,8180,70,70,4000
3934102,148,319,4,81,1000
3936956,22,3759,50,50,3000
3936993,148,926,13,81,1000
3939548,23,17423,70,70,4000
3941692,148,995,15,81,1000
3942425,148,162,2,81,1000
3943014,148,1004,14,81,1000
3950391,80,2878,33,33,1000
3950391,80,312,4,33,1000
3952743,148,330,4,81,1000
3957954,148,5760,81,81,1000
3971129,148,717,11,81,1000
3978408,154,468,5,89,2000
3978834,23,40229,70,70,4000
3979443,148,846,11,81,1000
3986832,80,1845,12,33,1000
3989447,23,375,6,70,4000
3990374,148,1695,22,81,1000
3990578,148,1207,16,81,1000
3991270,23,456,6,70,4000
3992186,148,5969,81,81,1000
3998566,5,71,1,41,1000
3999569,148,53,1,81,1000
4000989,148,994,13,81,1000
4012415,117,947,13,36,1000
4014286,148,5848,81,81,1000
4014336,148,305,4,81,1000
4014886,23,40534,70,70,4000
4017212,148,5172,57,81,1000
4018669,26,36182,25,25,6000
4032680,23,320,4,70,4000
4033009,23,961,12,70,4000
4034505,32,3397,40,40,2000
4034824,148,825,11,81,1000
4038432,23,21487,70,70,4000
4041096,97,6581,50,50,2000
4043134,148,6217,81,81,1000
4047254,158,50,1,1,1000
4049603,148,886,11,81,1000
4053553,23,42842,70,70,4000
4056671,80,1332,18,33,1000
4060343,80,1334,18,33,1000
4071485,148,56,1,81,1000
4073012,39,52,1,45,2000
4078090,148,968,13,81,1000
4082866,148,393,6,81,1000
4086611,80,532,7,33,1000
4088890,148,286,4,81,1000
4091137,56,4787,64,64,2000
4091980,80,2594,33,33,1000
4092191,80,4150,33,33,1000
4094504,23,294,4,70,4000
4095156,40,195,3,39,1000
4100964,23,6423,34,70,4000
4112890,23,67,1,1,4000
4116921,148,2008,14,81,1000
4125205,148,4249,57,81,1000
4126224,148,892,13,81,1000
4126655,80,884,11,33,1000
4127250,23,485,6,70,4000
4127879,148,1016,13,81,1000
4129356,41,2419,25,25,2000
4133275,23,279,4,70,4000
4133835,38,411,6,43,2000
4140186,148,52,1,81,1000
4141939,80,228,3,33,1000
4143040,148,5966,81,81,1000
4143619,23,966,12,70,4000
4143668,148,969,13,81,1000
4144580,80,1268,18,33,1000
4148846,148,99,1,81,1000
4150674,148,5284,57,81,1000
4155347,148,1033,13,81,1000
4155488,148,61,1,81,1000
4160071,23,98,1,70,4000
4160898,5,2958,41,41,1000
4160995,42,269,3,66,2000
4161197,80,427,6,33,1000
4161990,148,772,10,81,1000
4172410,148,751,11,81,1000
4177072,80,1292,18,33,1000
4177896,148,782,11,81,1000
4178425,23,467,6,70,4000
4180275,23,479,6,70,4000
4185704,104,68,1,1,1000
4185887,148,1483,11,81,1000
4186393,80,4492,33,33,1000
4186456,80,2399,33,33,1000
4186958,43,1242,4,53,1000
4187005,148,6321,75,81,1000
4196530,148,877,12,81,1000
4208847,148,137,2,81,1000
4210313,148,448,6,81,1000
4215677,148,6033,81,81,1000
4217399,44,6395,49,49,1000
4220691,80,275,4,33,1000
4222669,80,4246,33,33,1000
4222755,148,6327,74,81,1000
4223018,46,174,2,11,1000
4224006,80,634,8,33,1000
4227716,80,214,3,33,1000
4230959,23,442,6,70,4000
4234307,0,12449,65,65,1000
4237279,148,5554,74,81,1000
4238199,40,277,4,39,1000
4241677,80,151,2,33,1000
4243754,148,1087,15,81,1000
4247479,23,6636,34,70,4000
4251465,148,1119,14,81,1000
4251607,47,95238,61,61,4000
4252334,28,771,11,114,1000
4253815,148,4268,57,81,1000
4256393,80,509,7,33,1000
4257637,148,790,11,81,1000
4257696,23,60,1,70,4000
4260807,23,527,6,70,4000
4262590,153,69,1,1,2000
4264210,148,442,6,81,1000
4264765,125,7575,45,45,2000
4265896,23,6472,34,70,4000
4273927,80,2029,18,33,1000
4274548,23,19643,70,70,4000
4276250,48,8398,14,31,2000
4278237,49,1471,10,45,2000
4283066,80,788,11,33,1000
4284429,148,1209,16,81,1000
4284632,148,93,1,81,1000
4293480,39,91,1,45,2000
4294471,37,12065,93,93,1000
4297988,80,160,2,33,1000
4303178,148,350,5,81,1000
4303704,23,6642,34,70,4000
4303756,80,2216,18,33,1000
4306787,80,3223,33,33,1000
4307117,23,121,2,70,4000
4307310,148,859,13,81,1000
4313151,148,4094,57,81,1000
4315684,148,837,11,81,1000
4320624,148,10835,81,81,1000
4323096,85,5311,31,32,3000
4327345,80,849,11,33,1000
4327868,80,2458,33,33,1000
4329299,148,356,4,81,1000
4330885,148,130,2,81,1000
4331768,153,144,2,34,2000
4334316,46,233,3,11,1000
4340939,104,10646,143,175,1000
4341717,148,136,2,81,1000
4344640,167,866,11,48,3000
4346695,148,2726,36,81,1000
4355280,23,57,1,1,4000
4360503,148,719,10,81,1000
4360603,80,2085,18,33,1000
4361278,48,7930,14,31,2000
4365875,153,2590,34,34,2000
4371078,23,84,1,70,4000
4371969,23,4208,29,70,4000
4372511,23,41431,70,70,4000
4372712,148,5795,81,81,1000
4375868,148,65,1,81,1000
4376253,80,65,1,1,1000
4381655,80,470,7,33,1000
4381786,148,1150,15,81,1000
4382369,148,280,4,81,1000
4388358,148,5270,57,81,1000
4389063,80,149,2,33,1000
4389779,148,5916,81,81,1000
4393624,80,1236,18,33,1000
4395966,23,54,1,70,4000
4401167,80,92,1,33,1000
4401940,23,67,1,1,4000
4402667,23,14714,70,70,4000
4403259,23,109,2,70,4000
4403384,23,2889,35,70,4000
4408860,50,537,8,98,1000
4410313,80,97,1,33,1000
4410685,22,4545,50,50,3000
4410832,148,5998,81,81,1000
4413463,23,491,6,70,4000
4415141,148,6487,75,81,1000
4417855,23,469,6,70,4000
4418209,80,235,3,33,1000
4421717,46,415,5,11,1000
4423797,117,987,13,36,1000
4424259,148,1220,16,81,1000
4425331,148,881,11,81,1000
4426132,39,59,1,45,2000
4426274,148,283,4,81,1000
4427070,23,3576,33,70,4000
4427926,148,2300,30,81,1000
4436463,148,1101,15,81,1000
4436507,80,935,12,33,1000
4437242,23,2591,34,70,4000
4437999,167,950,11,48,3000
4438882,23,70,1,1,4000
4442980,148,645,9,81,1000
4444436,80,2412,33,33,1000
4446301,158,53,1,20,1000
4449146,23,254,3,70,4000
4449907,23,181,3,70,4000
4450516,148,949,13,81,1000
4451116,148,6161,81,81,1000
4454536,82,134,2,20,1000
4457639,148,4115,57,81,1000
4459226,148,67,1,81,1000
4461019,148,611,8,81,1000
4463141,80,2535,33,33,1000
4467221,148,5237,57,81,1000
4467335,23,16842,70,70,4000
4470105,46,2163,11,11,1000
4470902,42,327,4,66,2000
4474516,148,846,13,81,1000
4476626,148,140,1,81,1000
4478889,80,99,1,1,1000
4483889,148,1053,14,81,1000
4497621,80,1388,18,33,1000
4499934,80,162,2,33,1000
4503309,148,412,6,81,1000
4505925,39,83,1,45,2000
4508009,148,8225,57,81,1000
4508490,148,205,3,81,1000
4513227,80,2656,33,33,1000
4513971,148,872,11,81,1000
4517669,23,473,6,70,4000
4519064,148,1237,10,81,1000
4519862,23,437,6,70,4000
4523791,0,12869,65,65,1000
4524808,23,423,6,70,4000
4527364,51,414,6,59,1000
4533475,148,1310,11,81,1000
4543793,134,318,4,29,2000
4551766,148,483,6,81,1000
4560436,148,5266,57,81,1000
4561501,148,1027,1,81,1000
4561652,52,5962,81,81,1000
4562025,148,1141,14,81,1000
4563648,53,21163,70,70,2000
4564658,158,63,1,20,1000
4566067,148,59,1,81,1000
4569101,54,8402,85,85,1000
4572960,23,16902,70,70,4000
4573731,55,2213,30,30,2000
4580968,80,1819,12,33,1000
4582220,148,6511,75,81,1000
4582267,80,2511,33,33,1000
4582574,23,8111,70,70,4000
4584162,80,3821,33,33,1000
4586374,148,136,2,81,1000
4590575,148,6042,81,81,1000
4592681,148,897,12,81,1000
4599763,148,1497,15,81,1000
4604785,50,67,1,1,1000
4612645,148,78,1,81,1000
4613281,148,807,11,81,1000
4613313,80,107,2,33,1000
4615065,23,434,6,70,4000
4620802,80,2978,33,33,1000
4625335,148,1081,15,81,1000
4632376,80,275,4,33,1000
4636610,148,6017,81,81,1000
4636925,23,703,9,70,4000
4643033,49,6312,45,45,2000
4646886,23,503,6,70,4000
4653002,23,53,1,70,4000
4657848,80,950,12,33,1000
4660186,23,7922,70,70,4000
4663988,23,17507,70,70,4000
4664509,148,419,5,81,1000
4667036,57,650,8,23,1000
4667467,80,4129,33,33,1000
4669557,148,972,12,81,1000
4669699,148,74,1,81,1000
4670454,23,484,6,70,4000
4671687,167,21573,48,48,3000
4674306,148,1135,15,81,1000
4674828,148,1127,16,81,1000
4678894,23,88,1,70,4000
4678975,50,337,4,98,1000
4684777,80,2383,33,33,1000
4693241,80,8121,33,33,1000
4698265,148,5187,57,81,1000
4699824,80,3687,33,33,1000
4700009,148,55,1,1,1000
4707246,134,94,1,29,2000
4711390,148,1188,16,81,1000
4715066,23,8012,70,70,4000
4715394,23,60,1,70,4000
4719961,23,506,6,70,4000
4721478,80,3266,33,33,1000
4725729,23,41259,70,70,4000
4727685,148,357,5,81,1000
